Raw_Text,1_Matched_Keywords,2_Category_Scores,3_Max_Score,4_Predicted_Category
ลงทะเบียนไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,"['เน็ตหลุด', 'หลุดบ่อย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 16, 'บริการและสวัสดิการนิสิต': 0}",16,ระบบเครือข่ายและเทคโนโลยี
อาจารย์ครับ ขอสอบชดเชยต้องทำไง รบกวนให้คำแนะนำที,"['ขอสอบชดเชย', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
ลงทะเบียนไม่ได้ ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ คนจอดรถขวางทาง,"['รปภ.', 'จอดรถขวาง', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 16, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",16,ความปลอดภัยและจราจร
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ หมวกกันน็อคหาย,"['รปภ.', 'รปภ', 'หมวกกันน็อคหาย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 7, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 14}",14,บริการและสวัสดิการนิสิต
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,"['ดรอปเรียน', 'ติดต่ออาจารย์', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 29, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",29,การเรียนการสอนและหลักสูตร
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,"['รถเมล์', 'รถเมล์สาย', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 15, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 15}",15,การเดินทาง / รถเมล์มพ.
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ ทางมืดมากอันตราย,"['อันตราย', 'รปภ.', 'ทางมืด', 'รปภ', 'ประตู 2']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 27, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",27,ความปลอดภัยและจราจร
แจ้งทำความสะอาดตรงสวนหน้าตึก กิ่งไม้หักขวางทาง ครับ,"['กิ่งไม้หัก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 21, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",21,สุขอนามัยและความสะอาด
แจ้งเรื่องน้ำไม่ไหล ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,['น้ำไม่ไหล'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 9, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",9,สิ่งอำนวยความสะดวกและอาคารสถานที่
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
แจ้งทำความสะอาดตรงทางเดิน มีหมาจรจัดมาคุ้ยขยะ ครับ,"['หมาจรจัด', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 19, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",19,สุขอนามัยและความสะอาด
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,"['ตารางเรียน', 'อาจารย์', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 4, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ รถติดหนักมาก,"['รถติด', 'รปภ.', 'รปภ', 'ประตู 2']","{'การเดินทาง / รถเมล์มพ.': 5, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 14, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",14,ความปลอดภัยและจราจร
แจ้งเรื่องน้ำไม่ไหล ตรงอาคารเรียนรวม ช่วยมาดูหน่อย,['น้ำไม่ไหล'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 9, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",9,สิ่งอำนวยความสะดวกและอาคารสถานที่
สอบถามหน่อยครับ ทำบัตรนิสิตใหม่ที่ไหน,"['บัตรนิสิต', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 24}",24,บริการและสวัสดิการนิสิต
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,"['ดรอปเรียน', 'ติดต่ออาจารย์', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 29, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",29,การเรียนการสอนและหลักสูตร
แจ้งทำความสะอาดตรงริมสระน้ำ ขยะล้นถังส่งกลิ่นเหม็น ครับ,"['ขยะล้น', 'เหม็น', 'ทำความสะอาด', 'กลิ่นเหม็น']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 32, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",32,สุขอนามัยและความสะอาด
แจ้งเรื่องน้ำไม่ไหล ตรงห้อง 1204 ช่วยมาดูหน่อย,['น้ำไม่ไหล'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 9, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",9,สิ่งอำนวยความสะดวกและอาคารสถานที่
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,"['เน็ตหลุด', 'หลุดบ่อย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 16, 'บริการและสวัสดิการนิสิต': 0}",16,ระบบเครือข่ายและเทคโนโลยี
สอบถามหน่อยครับ รถเมล์สาย 1 หมดกี่โมง,"['รถเมล์', 'รถเมล์สาย', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 15, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 15}",15,การเดินทาง / รถเมล์มพ.
ลงทะเบียนไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
อาจารย์ครับ อยากติดต่ออาจารย์เรื่องดรอปเรียน รบกวนให้คำแนะนำที,"['ดรอปเรียน', 'ติดต่ออาจารย์', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 29, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",29,การเรียนการสอนและหลักสูตร
รปภ. ช่วยดูตรงหลังมอ หน่อยครับ คนจอดรถขวางทาง,"['รปภ.', 'จอดรถขวาง', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 16, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",16,ความปลอดภัยและจราจร
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,"['เน็ตหลุด', 'หลุดบ่อย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 16, 'บริการและสวัสดิการนิสิต': 0}",16,ระบบเครือข่ายและเทคโนโลยี
ลงทะเบียนไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
เน็ตหลุดบ่อยมาก ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,"['เน็ตหลุด', 'หลุดบ่อย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 16, 'บริการและสวัสดิการนิสิต': 0}",16,ระบบเครือข่ายและเทคโนโลยี
แจ้งทำความสะอาดตรงสวนหน้าตึก กิ่งไม้หักขวางทาง ครับ,"['กิ่งไม้หัก', 'ทำความสะอาด']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 21, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",21,สุขอนามัยและความสะอาด
แจ้งทำความสะอาดตรงโรงอาหาร มีหมาจรจัดมาคุ้ยขยะ ครับ,"['หมาจรจัด', 'ทำความสะอาด', 'โรงอาหาร', 'อาหาร']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 19, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 13, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",19,สุขอนามัยและความสะอาด
เน็ตหลุดบ่อยมาก ตอนนี้อยู่ตึกคณะ ทำงานไม่ได้เลย,"['เน็ตหลุด', 'หลุดบ่อย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 16, 'บริการและสวัสดิการนิสิต': 0}",16,ระบบเครือข่ายและเทคโนโลยี
อาจารย์ครับ ลงทะเบียนวิชานี้ไม่ได้ รบกวนให้คำแนะนำที,"['วิชา', 'อาจารย์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 11, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",11,การเรียนการสอนและหลักสูตร
สอบถามหน่อยครับ สอบถามเรื่องทุนการศึกษา,"['ทุนการศึกษา', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 26}",26,บริการและสวัสดิการนิสิต
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,"['ตารางเรียน', 'อาจารย์', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 4, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
แจ้งเรื่องไฟดับครับ ตรงตึกวิทย์ ช่วยมาดูหน่อย,['ไฟดับ'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 5, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",5,สิ่งอำนวยความสะดวกและอาคารสถานที่
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ คนจอดรถขวางทาง,"['รปภ.', 'จอดรถขวาง', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 16, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",16,ความปลอดภัยและจราจร
รปภ. ช่วยดูตรงประตู 2 หน่อยครับ หมวกกันน็อคหาย,"['รปภ.', 'รปภ', 'ประตู 2', 'หมวกกันน็อคหาย']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 14, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 14}",14,ความปลอดภัยและจราจร
รปภ. ช่วยดูตรงหน้ามอ หน่อยครับ มีรถชนกัน,"['รถชน', 'รปภ.', 'รปภ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 11, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",11,ความปลอดภัยและจราจร
ระบบล่ม ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,"['ระบบล่ม', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 11, 'บริการและสวัสดิการนิสิต': 0}",11,ระบบเครือข่ายและเทคโนโลยี
อาจารย์ครับ ตารางเรียนไม่ขึ้นระบบ รบกวนให้คำแนะนำที,"['ตารางเรียน', 'อาจารย์', 'ระบบ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 17, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 4, 'บริการและสวัสดิการนิสิต': 0}",17,การเรียนการสอนและหลักสูตร
ไวไฟเข้าไม่ได้ ตอนนี้อยู่หน้ามอ ทำงานไม่ได้เลย,"['ไวไฟเข้าไม่ได้', 'ไวไฟ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 18, 'บริการและสวัสดิการนิสิต': 0}",18,ระบบเครือข่ายและเทคโนโลยี
ลงทะเบียนไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
แจ้งเรื่องลิฟต์ค้าง ตรงตึก ICT ช่วยมาดูหน่อย,"['ลิฟต์ค้าง', 'ลิฟต์']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 14, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 0}",14,สิ่งอำนวยความสะดวกและอาคารสถานที่
ลงทะเบียนไม่ได้ ตอนนี้อยู่ห้องสมุด ทำงานไม่ได้เลย,['ลงทะเบียนไม่ได้'],"{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 15, 'บริการและสวัสดิการนิสิต': 0}",15,ระบบเครือข่ายและเทคโนโลยี
สอบถามหน่อยครับ อยากทราบกำหนดการกิจกรรมรับน้อง,"['กิจกรรม', 'สอบถามหน่อยครับ']","{'การเดินทาง / รถเมล์มพ.': 0, 'สิ่งอำนวยความสะดวกและอาคารสถานที่': 0, 'สุขอนามัยและความสะอาด': 0, 'การเรียนการสอนและหลักสูตร': 0, 'โรงอาหาร / ร้านค้าบริการ': 0, 'ความปลอดภัยและจราจร': 0, 'ระบบเครือข่ายและเทคโนโลยี': 0, 'บริการและสวัสดิการนิสิต': 22}",22,บริการและสวัสดิการนิสิต
