pair_id,sentence1,sentence2,is_duplicate,similarity_score,category
611,รบกวนเจ้าหน้าที่ครับ กิ่งไม้ขนาดใหญ่หักหล่นขวางถนนตรง ตึกคณะนิติศาสตร์,เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ ปล่อยไว้นานแล้ว,0,0.13,ต่างหมวดหมู่
612,ช่วยประสานงานทีครับ กิ่งไม้ขนาดใหญ่หักหล่นขวางถนนตรง ตึก PKY ช่วยตรวจสอบทีครับ,ตารางเรียนชนกันครับ เข้าระบบแล้วเลือกเวลาทับซ้อนกัน เป็นแบบนี้มาหลายวันแล้วครับ,0,0.15,ต่างหมวดหมู่
613,ด่วนมาก! หลอดไฟในห้องเรียน PKY01 ตึกวิทย์ ขาด มืดมาก ปล่อยไว้นานแล้ว,ไฟเพดานห้อง PKY01 คณะวิทยาศาสตร์ ดับ มองกระดานไม่เห็น ขอบคุณครับ,1,0.81,หมวดอาคารและสิ่งอำนวยความสะดวก
614,คิวต่อแถวรอรถเมล์มอที่ ตึก ICT แน่นมาก รถมีไม่เพียงพอ ขอบคุณครับ,ช่วยประสานงานทีครับ นิสิตต่อคิวรอรถเมล์ตรง ตึกเทคโนโลยีสารสนเทศและการสื่อสาร ยาวล้นออกมานอกฟุตบาท,1,0.94,หมวดการเดินทางและระบบขนส่ง
615,ขอนับชั่วโมงกิจกรรมจิตอาสา กดยื่นในระบบแล้วยังไม่อนุมัติ ช่วยตรวจสอบทีครับ,แอดมินครับ ชั่วโมงกิจกรรมสะสมไม่ขึ้นในระบบ UP Pass ติดต่อใคร เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.82,หมวดบริการทั่วไป / อื่นๆ
616,นิสิตเดือดร้อนมากค่ะ ไฟกิ่งส่องสว่างทางเดินไป ตึก ICT ดับ มืดและเปลี่ยวมาก,ช่วยตรวจสอบหน่อยครับ รถยนต์จอดขวางทางเลี้ยวบริเวณ ตึกวิทย์ ขับผ่านไม่ได้เลย ขอบคุณครับ,0,0.29,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
617,ช่วยประสานงานทีครับ รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย ตึก ICT ช่วยตรวจสอบทีครับ,นิสิตเดือดร้อนมากค่ะ เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ,0,0.13,ต่างหมวดหมู่
618,ช่วยประสานงานทีครับ หญ้าขึ้นสูงรกมากข้างทางเดินไป ลานจอดรถหน้ามอ กลัวงู ช่วยตรวจสอบทีครับ,ช่วยตรวจสอบหน่อยครับ เน็ตตึก ลานจอดรถหน้ามอ ดับทั้งตึก เชื่อมต่อสัญญาณไม่ได้ เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.15,ต่างหมวดหมู่
619,รบกวนเจ้าหน้าที่ครับ ลืมกระเป๋าสตางค์ไว้ที่ ตึก ICT มีใครเก็บได้บ้างครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,ขอร้องเรียนค่ะ เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.2,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
620,แจ้งเรื่องครับ: ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร ช่วยตรวจสอบทีครับ,นิสิตเดือดร้อนมากค่ะ ตารางเรียนชนกันครับ เข้าระบบแล้วเลือกเวลาทับซ้อนกัน ขอบคุณครับ,0,0.16,ต่างหมวดหมู่
621,ด่วนมาก! รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย ตึก CE รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,แจ้งเรื่องครับ: ขยะล้นถังขยะตรง ตึกสงวนเสริมศรี เหม็นมาก ไม่มีใครมาเก็บ ช่วยตรวจสอบทีครับ,0,0.05,ต่างหมวดหมู่
622,ขอร้องเรียนค่ะ แอร์ห้อง 1202 หอพักนิสิต UP DORM เสีย ไม่เย็นเลย ร้อนมาก ช่วยตรวจสอบทีครับ,ช่วยตรวจสอบหน่อยครับ ไฟเพดานห้อง 2201 หอพักนิสิต UP DORM ดับ มองกระดานไม่เห็น รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.23,หมวดอาคารและสิ่งอำนวยความสะดวก (ต่างประเด็น)
623,ด่วนมาก! พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ ตึก PKY ช่วยตรวจสอบทีครับ,นิสิตเดือดร้อนมากค่ะ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.07,ต่างหมวดหมู่
624,ขอร้องเรียนค่ะ ไฟกิ่งส่องสว่างทางเดินไป ลานจอดรถหน้ามอ ดับ มืดและเปลี่ยวมาก,ด่วนมาก! เสาไฟทางเดินตรง ประตูทางเข้าหน้ามอ ไม่ติด มืดมากกลัวอันตราย เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.94,หมวดความปลอดภัยและจราจร
625,เศษขยะเกลื่อนกลาดรอบโต๊ะม้าหินอ่อน ตึกคณะนิติศาสตร์ ขอบคุณครับ,นิสิตเดือดร้อนมากค่ะ บริเวณที่นั่งเล่น อาคารเรียนนิติศาสตร์ ขยะเต็มโต๊ะ ไม่มีคนกวาด ปล่อยไว้นานแล้ว,1,0.87,หมวดภูมิทัศน์และความสะอาด
626,ช่วยตรวจสอบหน่อยครับ กิ่งไม้ขนาดใหญ่หักหล่นขวางถนนตรง ตึกสงวนเสริมศรี ช่วยตรวจสอบทีครับ,ช่วยประสานงานทีครับ รถยนต์จอดขวางทางเลี้ยวบริเวณ ตึก CE ขับผ่านไม่ได้เลย ปล่อยไว้นานแล้ว,0,0.11,ต่างหมวดหมู่
627,ด่วนมาก! บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง เดือดร้อนมากค่ะ ขอบคุณค่ะ,ด่วนมาก! ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ,1,0.83,หมวดบริการทั่วไป / อื่นๆ
628,แอดมินครับ บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ขอร้องเรียนค่ะ ตึกวิทย์ ชั้น 2 ห้องน้ำน้ำหยุดไหล สกปรกมาก ช่วยตรวจสอบทีครับ,0,0.1,ต่างหมวดหมู่
629,ช่วยตรวจสอบหน่อยครับ เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก เดือดร้อนมากค่ะ ขอบคุณค่ะ,รบกวนเจ้าหน้าที่ครับ เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ,0,0.2,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
630,ช่วยตรวจสอบหน่อยครับ เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก ขอบคุณครับ,แจ้งเรื่องครับ: เน็ต UP-WiFi ที่ ลานจอดรถหน้ามอ ช้ามาก สัญญาณหลุดตลอดเวลา ช่วยตรวจสอบทีครับ,0,0.34,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
631,ด่วนมาก! คนขับรถเมล์ มพ. สาย 1 ขับเร็วและหวาดเสียวมาก เป็นแบบนี้มาหลายวันแล้วครับ,ขอร้องเรียนค่ะ รถเมล์มอสาย 1 ขับปาดซ้ายปาดขวา เบรกแรง กลัวอันตราย ปล่อยไว้นานแล้ว,1,0.97,หมวดการเดินทางและระบบขนส่ง
632,ขอร้องเรียนค่ะ เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก ตึก PKY เดือดร้อนมากค่ะ ขอบคุณค่ะ,รถมอเตอร์ไซค์ชนกันบริเวณ อาคารภักดี มีผู้ได้รับบาดเจ็บ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.79,หมวดความปลอดภัยและจราจร
633,แจ้งเรื่องครับ: ป้ายรถเมล์บริเวณ ลานจอดรถหน้ามอ ไม่มีหลังคาบังแดดบังฝน ปล่อยไว้นานแล้ว,ช่วยตรวจสอบหน่อยครับ จุดรอรถเมล์มอตรง ประตู 1 ม.พะเยา ฝนตกเปียกหมด ไม่มีศาลาพักคอย ช่วยตรวจสอบทีครับ,1,0.91,หมวดการเดินทางและระบบขนส่ง
634,ด่วนมาก! ก๊อกน้ำอ่างล้างมือ หอสมุด หัก น้ำพุ่งกระเด็น รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ขอร้องเรียนค่ะ ลิฟต์โดยสารที่ ตึก PKY ชำรุด กดแล้วไม่ขยับ ประตูเปิดไม่ได้ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.22,หมวดอาคารและสิ่งอำนวยความสะดวก (ต่างประเด็น)
635,บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง เดือดร้อนมากค่ะ ขอบคุณค่ะ,แอดมินครับ ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ,1,0.81,หมวดบริการทั่วไป / อื่นๆ
636,ด่วนมาก! ไฟกิ่งส่องสว่างทางเดินไป ตึกสงวนเสริมศรี ดับ มืดและเปลี่ยวมาก เดือดร้อนมากค่ะ ขอบคุณค่ะ,ช่วยประสานงานทีครับ เสาไฟทางเดินตรง อาคารสงวน ไม่ติด มืดมากกลัวอันตราย ขอบคุณครับ,1,0.81,หมวดความปลอดภัยและจราจร
637,แจ้งเรื่องครับ: ลิฟต์ หอสมุด ประตูค้าง เปิดไม่ออก เดือดร้อนมากค่ะ ขอบคุณค่ะ,นิสิตเดือดร้อนมากค่ะ ลิฟต์โดยสารที่ อาคารหอสมุด ชำรุด กดแล้วไม่ขยับ ประตูเปิดไม่ได้,1,0.87,หมวดอาคารและสิ่งอำนวยความสะดวก
638,แจ้งเรื่องครับ: ตารางเรียนวิชาบังคับชนกันสองวิชา แก้ไขยังไงได้บ้าง เดือดร้อนมากค่ะ ขอบคุณค่ะ,นิสิตเดือดร้อนมากค่ะ จุดรอรถเมล์มอตรง หอสมุด ฝนตกเปียกหมด ไม่มีศาลาพักคอย,0,0.19,ต่างหมวดหมู่
639,แจ้งเรื่องครับ: คิวต่อแถวรอรถเมล์มอที่ ตึก ICT แน่นมาก รถมีไม่เพียงพอ,ด่วนมาก! บริเวณที่นั่งเล่น หอสมุด ขยะเต็มโต๊ะ ไม่มีคนกวาด เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.09,ต่างหมวดหมู่
640,นิสิตเดือดร้อนมากค่ะ เศษขยะเกลื่อนกลาดรอบโต๊ะม้าหินอ่อน หอสมุด ปล่อยไว้นานแล้ว,ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.11,ต่างหมวดหมู่
641,แจ้งเรื่องครับ: กล้องวงจรปิดบริเวณ ตึก ICT ดับ เสียมาหลายวัน เดือดร้อนมากค่ะ ขอบคุณค่ะ,เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.05,ต่างหมวดหมู่
642,แจ้งเรื่องครับ: กล้องวงจรปิดบริเวณ หอพักนิสิต UP DORM ดับ เสียมาหลายวัน รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,รบกวนเจ้าหน้าที่ครับ กล้อง CCTV ตรง หอใน ใช้งานไม่ได้ อยากขอเปิดดูของหาย เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.88,หมวดความปลอดภัยและจราจร
643,แจ้งเรื่องครับ: ระบบลงทะเบียนเรียน Reg ล่ม เข้าสู่ระบบไม่ได้ตั้งแต่เช้า เดือดร้อนมากค่ะ ขอบคุณค่ะ,ช่วยตรวจสอบหน่อยครับ เว็บ reg.up.ac.th ล่ม กดเลือกวิชาไม่ได้เลยครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.83,หมวดเทคโนโลยีสารสนเทศ
644,คิวต่อแถวรอรถเมล์มอที่ ตึก CE แน่นมาก รถมีไม่เพียงพอ,แจ้งเรื่องครับ: นิสิตต่อคิวรอรถเมล์ตรง อาคารเรียนรวม CE ยาวล้นออกมานอกฟุตบาท ช่วยตรวจสอบทีครับ,1,0.87,หมวดการเดินทางและระบบขนส่ง
645,ต้องการขอดรอปรายวิชา ติดต่อทำเรื่องที่ไหนครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ช่วยตรวจสอบหน่อยครับ ยื่นคำร้องขอถอนรายวิชาล่าช้า ต้องให้อาจารย์ท่านไหนเซ็น ช่วยตรวจสอบทีครับ,0,0.37,หมวดการเรียนการสอนและวิชาการ (ต่างประเด็น)
646,ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร ช่วยตรวจสอบทีครับ,ด่วนมาก! เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ ช่วยตรวจสอบทีครับ,1,0.84,หมวดเทคโนโลยีสารสนเทศ
647,ด่วนมาก! กิ่งไม้ขนาดใหญ่หักหล่นขวางถนนตรง ตึกสงวนเสริมศรี ขอบคุณครับ,ช่วยประสานงานทีครับ มีต้นไม้ล้มทับทางเดินข้าง ศูนย์อาหารสงวน สัญจรลำบากมาก รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.92,หมวดภูมิทัศน์และความสะอาด
648,ช่วยตรวจสอบหน่อยครับ ไฟกิ่งส่องสว่างทางเดินไป หอสมุด ดับ มืดและเปลี่ยวมาก เป็นแบบนี้มาหลายวันแล้วครับ,แจ้งเรื่องครับ: มีต้นไม้ล้มทับทางเดินข้าง ตึก CE สัญจรลำบากมาก ช่วยตรวจสอบทีครับ,0,0.11,ต่างหมวดหมู่
649,รบกวนเจ้าหน้าที่ครับ ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้ ขอบคุณครับ,แอดมินครับ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง ปล่อยไว้นานแล้ว,1,0.84,หมวดบริการทั่วไป / อื่นๆ
650,แจ้งเรื่องครับ: พบสุนัขจรจัดดุวิ่งไล่กวดนิสิตบริเวณ หอสมุด เป็นแบบนี้มาหลายวันแล้วครับ,แอดมินครับ หมาจรจัดตรง ห้องสมุดกลาง ดุมาก เห่าและวิ่งไล่รถมอเตอร์ไซค์ ช่วยตรวจสอบทีครับ,1,0.89,หมวดความปลอดภัยและจราจร
651,ช่วยตรวจสอบหน่อยครับ หญ้าขึ้นสูงรกมากข้างทางเดินไป ตึกสงวนเสริมศรี กลัวงู ช่วยตรวจสอบทีครับ,ด่วนมาก! แอปพลิเคชัน UP Pass เข้าไม่ได้ ขึ้น error ตลอดเวลา ปล่อยไว้นานแล้ว,0,0.1,ต่างหมวดหมู่
652,แอดมินครับ ห้องน้ำหญิง ตึกวิทย์ สกปรกมาก ไม่มีแม่บ้านดูแล ขอบคุณครับ,แจ้งเรื่องครับ: คณะวิทยาศาสตร์ ห้องน้ำสกปรก พื้นแฉะและส่งกลิ่นเหม็น เป็นแบบนี้มาหลายวันแล้วครับ,1,0.95,หมวดภูมิทัศน์และความสะอาด
653,แอดมินครับ ระบบลงทะเบียนเรียน Reg ล่ม เข้าสู่ระบบไม่ได้ตั้งแต่เช้า ปล่อยไว้นานแล้ว,นิสิตเดือดร้อนมากค่ะ เว็บ reg.up.ac.th ล่ม กดเลือกวิชาไม่ได้เลยครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.84,หมวดเทคโนโลยีสารสนเทศ
654,แอดมินครับ อาจารย์ไม่เข้าสอนตามตารางเรียนและไม่แจ้งล่วงหน้า เดือดร้อนมากค่ะ ขอบคุณค่ะ,แจ้งเรื่องครับ: คลาสเรียนวันนี้อาจารย์ไม่มาสอน นิสิตมารอเต็มห้อง ขอบคุณครับ,1,0.83,หมวดการเรียนการสอนและวิชาการ
655,ช่วยประสานงานทีครับ ลืมกระเป๋าสตางค์ไว้ที่ ลานจอดรถหน้ามอ มีใครเก็บได้บ้างครับ ขอบคุณครับ,แอดมินครับ วิชาบังคับเซคเต็มทุกเซค ขอเปิดเพิ่มอีกเซคได้ไหมครับ,0,0.03,ต่างหมวดหมู่
656,ขอร้องเรียนค่ะ เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก ตึก ICT ช่วยตรวจสอบทีครับ,รบกวนเจ้าหน้าที่ครับ รถมอเตอร์ไซค์ชนกันบริเวณ ตึกเทคโนโลยีสารสนเทศและการสื่อสาร มีผู้ได้รับบาดเจ็บ,1,0.95,หมวดความปลอดภัยและจราจร
657,ช่วยประสานงานทีครับ ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร ช่วยตรวจสอบทีครับ,ช่วยตรวจสอบหน่อยครับ ป้าย หอพักนิสิต UP DORM รถเมล์มอขับเลยไป ไม่ยอมจอดรับผู้โดยสาร ปล่อยไว้นานแล้ว,0,0.14,ต่างหมวดหมู่
658,แอดมินครับ ระบบลงทะเบียนเรียน Reg ล่ม เข้าสู่ระบบไม่ได้ตั้งแต่เช้า ช่วยตรวจสอบทีครับ,นิสิตเดือดร้อนมากค่ะ อ่างล้างหน้า ตึก CE ท่อน้ำแตก น้ำนองเต็มพื้น ขอบคุณครับ,0,0.03,ต่างหมวดหมู่
659,ขอร้องเรียนค่ะ ตารางสอบปลายภาคชนกันในวันเดียวกันสองวิชา,ช่วยประสานงานทีครับ วันสอบปลายภาคเวลาตรงกันสองรายวิชา ขอสอบชดเชยได้ไหม ช่วยตรวจสอบทีครับ,1,0.91,หมวดการเรียนการสอนและวิชาการ
660,ด่วนมาก! มีซากสัตว์ตายส่งกลิ่นเหม็นเน่าที่ ตึก CE ขอบคุณครับ,ช่วยประสานงานทีครับ บริเวณทางเดินไป ตึก ICT หญ้ารกมาก ช่วยตัดหญ้าทีครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.27,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
661,รบกวนเจ้าหน้าที่ครับ เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก ขอบคุณครับ,นิสิตเดือดร้อนมากค่ะ เน็ต UP-WiFi ที่ ตึกวิทย์ ช้ามาก สัญญาณหลุดตลอดเวลา,0,0.19,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
662,แอดมินครับ บัตรนิสิตหาย ต้องการทำบัตรใหม่ต้องเตรียมอะไรบ้าง ช่วยตรวจสอบทีครับ,ด่วนมาก! ทำบัตรประจำตัวนิสิตใหม่ ติดต่อสำนักทะเบียนห้องไหนครับ เป็นแบบนี้มาหลายวันแล้วครับ,1,0.78,หมวดบริการทั่วไป / อื่นๆ
663,ช่วยตรวจสอบหน่อยครับ เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก ตึกสงวนเสริมศรี เดือดร้อนมากค่ะ ขอบคุณค่ะ,ด่วนมาก! เสาไฟทางเดินตรง ลานจอดรถหน้ามอ ไม่ติด มืดมากกลัวอันตราย,0,0.36,หมวดความปลอดภัยและจราจร (ต่างประเด็น)
664,รบกวนเจ้าหน้าที่ครับ ประตูห้องน้ำชาย ตึก ICT ลูกบิดพัง ล็อคไม่ได้ ช่วยตรวจสอบทีครับ,ด่วนมาก! ลิฟต์โดยสารที่ ตึกวิทย์ ชำรุด กดแล้วไม่ขยับ ประตูเปิดไม่ได้ ปล่อยไว้นานแล้ว,0,0.32,หมวดอาคารและสิ่งอำนวยความสะดวก (ต่างประเด็น)
665,แอดมินครับ อินเทอร์เน็ตที่ ลานจอดรถหน้ามอ ใช้งานไม่ได้เลย สัญญาณกากบาท รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ช่วยตรวจสอบหน่อยครับ เน็ตตึก ลานจอดรถหน้ามอ ดับทั้งตึก เชื่อมต่อสัญญาณไม่ได้ ขอบคุณครับ,1,0.93,หมวดเทคโนโลยีสารสนเทศ
666,นิสิตเดือดร้อนมากค่ะ สัญญาณ WiFi UP-WiFi ที่ ลานจอดรถหน้ามอ หลุดบ่อยมาก ช้ามาก รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,ช่วยตรวจสอบหน่อยครับ เน็ตตึก หอพักนิสิต UP DORM ดับทั้งตึก เชื่อมต่อสัญญาณไม่ได้ ช่วยตรวจสอบทีครับ,0,0.28,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
667,แจ้งเรื่องครับ: อาจารย์ไม่เข้าสอนตามตารางเรียนและไม่แจ้งล่วงหน้า,ขอร้องเรียนค่ะ เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ ขอบคุณครับ,0,0.04,ต่างหมวดหมู่
668,ขอร้องเรียนค่ะ เกิดอุบัติเหตุรถเฉี่ยวชนกันตรงทางแยก ลานจอดรถหน้ามอ,แจ้งเรื่องครับ: รถมอเตอร์ไซค์ชนกันบริเวณ ประตู 1 ม.พะเยา มีผู้ได้รับบาดเจ็บ,1,0.78,หมวดความปลอดภัยและจราจร
669,แจ้งเรื่องครับ: ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร,แจ้งเรื่องครับ: เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ เดือดร้อนมากค่ะ ขอบคุณค่ะ,1,0.83,หมวดเทคโนโลยีสารสนเทศ
670,แอดมินครับ รถเมล์ มพ. ไม่จอดรับนิสิตที่ป้าย ตึก ICT,ช่วยประสานงานทีครับ รถมอเตอร์ไซค์ชนกันบริเวณ ตึก PKY มีผู้ได้รับบาดเจ็บ,0,0.03,ต่างหมวดหมู่
671,แจ้งเรื่องครับ: คิวต่อแถวรอรถเมล์มอที่ ตึกสงวนเสริมศรี แน่นมาก รถมีไม่เพียงพอ เป็นแบบนี้มาหลายวันแล้วครับ,รบกวนเจ้าหน้าที่ครับ นิสิตต่อคิวรอรถเมล์ตรง ศูนย์อาหารสงวน ยาวล้นออกมานอกฟุตบาท รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.87,หมวดการเดินทางและระบบขนส่ง
672,ช่วยตรวจสอบหน่อยครับ มีซากสัตว์ตายส่งกลิ่นเหม็นเน่าที่ ลานจอดรถหน้ามอ ช่วยตรวจสอบทีครับ,มีต้นไม้ล้มทับทางเดินข้าง ตึกวิทย์ สัญจรลำบากมาก เดือดร้อนมากค่ะ ขอบคุณค่ะ,0,0.36,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
673,ขอร้องเรียนค่ะ หญ้าขึ้นสูงรกมากข้างทางเดินไป ตึกคณะนิติศาสตร์ กลัวงู รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,รบกวนเจ้าหน้าที่ครับ บริเวณทางเดินไป หอสมุด หญ้ารกมาก ช่วยตัดหญ้าทีครับ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.23,หมวดภูมิทัศน์และความสะอาด (ต่างประเด็น)
674,แจ้งเรื่องครับ: ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร เดือดร้อนมากค่ะ ขอบคุณค่ะ,แจ้งเรื่องครับ: เน็ตตึก ตึกวิทย์ ดับทั้งตึก เชื่อมต่อสัญญาณไม่ได้ เป็นแบบนี้มาหลายวันแล้วครับ,0,0.36,หมวดเทคโนโลยีสารสนเทศ (ต่างประเด็น)
675,นิสิตเดือดร้อนมากค่ะ คิวต่อแถวรอรถเมล์มอที่ ตึกวิทย์ แน่นมาก รถมีไม่เพียงพอ,ด่วนมาก! นิสิตต่อคิวรอรถเมล์ตรง อาคารคณะวิทย์ ยาวล้นออกมานอกฟุตบาท,1,0.79,หมวดการเดินทางและระบบขนส่ง
676,ขอร้องเรียนค่ะ เข้าใช้งานระบบ UP Pass ไม่ได้ ล็อกอินแล้วเด้งออก,ช่วยตรวจสอบหน่อยครับ แอปพลิเคชัน UP Pass เข้าไม่ได้ ขึ้น error ตลอดเวลา รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.88,หมวดเทคโนโลยีสารสนเทศ
677,ขอร้องเรียนค่ะ ไฟกิ่งส่องสว่างทางเดินไป ตึกคณะนิติศาสตร์ ดับ มืดและเปลี่ยวมาก เป็นแบบนี้มาหลายวันแล้วครับ,แจ้งเรื่องครับ: เสาไฟทางเดินตรง ตึกคณะนิติศาสตร์ ไม่ติด มืดมากกลัวอันตราย ช่วยตรวจสอบทีครับ,1,0.91,หมวดความปลอดภัยและจราจร
678,ช่วยประสานงานทีครับ หลอดไฟในห้องเรียน 1201 ตึก PKY ขาด มืดมาก ช่วยตรวจสอบทีครับ,ด่วนมาก! ชั่วโมงกิจกรรมสะสมไม่ขึ้นในระบบ UP Pass ติดต่อใคร ปล่อยไว้นานแล้ว,0,0.13,ต่างหมวดหมู่
679,แจ้งเรื่องครับ: ลืมรหัสผ่าน UP Mail ขอยื่นรีเซ็ตรหัสผ่านเมลองค์กร ปล่อยไว้นานแล้ว,แจ้งเรื่องครับ: เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ,1,0.93,หมวดเทคโนโลยีสารสนเทศ
680,ขอใบรับรองสถานภาพนิสิตภาษาอังกฤษ ใช้เวลากี่วันได้ ช่วยตรวจสอบทีครับ,ช่วยตรวจสอบหน่อยครับ ยื่นขอหนังสือรับรองการเป็นนิสิตผ่านช่องทางออนไลน์ยังไง,1,0.81,หมวดบริการทั่วไป / อื่นๆ
681,ด่วนมาก! ขอนับชั่วโมงกิจกรรมจิตอาสา กดยื่นในระบบแล้วยังไม่อนุมัติ,แจ้งเรื่องครับ: เข้าอีเมลมหาวิทยาลัยไม่ได้ จำรหัสผ่านไม่ได้ครับ ช่วยตรวจสอบทีครับ,0,0.11,ต่างหมวดหมู่
682,ช่วยตรวจสอบหน่อยครับ คิวต่อแถวรอรถเมล์มอที่ ตึก PKY แน่นมาก รถมีไม่เพียงพอ เป็นแบบนี้มาหลายวันแล้วครับ,นิสิตต่อคิวรอรถเมล์ตรง อาคารภักดี ยาวล้นออกมานอกฟุตบาท,1,0.83,หมวดการเดินทางและระบบขนส่ง
683,นิสิตเดือดร้อนมากค่ะ กล้องวงจรปิดบริเวณ ตึก CE ดับ เสียมาหลายวัน เดือดร้อนมากค่ะ ขอบคุณค่ะ,ช่วยประสานงานทีครับ กล้อง CCTV ตรง ตึก CE ใช้งานไม่ได้ อยากขอเปิดดูของหาย รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,1,0.83,หมวดความปลอดภัยและจราจร
684,รบกวนเจ้าหน้าที่ครับ ต้องการขอดรอปรายวิชา ติดต่อทำเรื่องที่ไหนครับ ช่วยตรวจสอบทีครับ,ขอร้องเรียนค่ะ วิชาบังคับเซคเต็มทุกเซค ขอเปิดเพิ่มอีกเซคได้ไหมครับ รบกวนเจ้าหน้าที่แก้ไขด่วนครับ,0,0.29,หมวดการเรียนการสอนและวิชาการ (ต่างประเด็น)
685,แอดมินครับ ลืมกระเป๋าสตางค์ไว้ที่ ตึกวิทย์ มีใครเก็บได้บ้างครับ ปล่อยไว้นานแล้ว,เอกสารทุนการศึกษา มพ. ส่งได้ถึงวันไหนครับ,0,0.28,หมวดบริการทั่วไป / อื่นๆ (ต่างประเด็น)
