text,category_names,cat_1_building,cat_2_network_it,cat_3_academic,cat_4_landscape,cat_5_safety_traffic,cat_6_general_service,cat_7_transportation,cat_8_food_hygiene
รถจักรยานยนต์ขับเร็วและย้อนศรบริเวณ ลานจอดรถตึก PKY ขับขี่อันตรายมาก เกือบชนนิสิตข้ามทางม้าลายหลายครั้ง,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ลิฟต์โดยสาร ตึก CE ค้างที่ชั้น {floor} ประตูปิดไม่สนิท มีเสียงดังน่ากลัว,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
สายชำระและก๊อกน้ำ คณะนิติศาสตร์ แตกชำรุด น้ำรั่วพุ่งนองเต็มพื้นห้องน้ำ,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
การยื่นเรื่องขอทุนการศึกษาสำหรับนิสิตขาดแคลนทุนทรัพย์ ต้องการทราบกำหนดการและเอกสารที่ต้องใช้ส่งกองพัฒนานิสิต,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
มีบุคคลภายนอกน่าสงสัยเดินวนเวียน คณะแพทยศาสตร์ ท่าทางไม่น่าไว้วางใจ อยากให้ รปภ. ช่วยตรวจสอบ,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 4204 ตึก EN คณะวิศวกรรมศาสตร์ ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
การขอผ่อนผันการเกณฑ์ทหารสำหรับนิสิตชาย ต้องการตรวจสอบรายชื่อและขั้นตอนการยื่นเอกสาร,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
การขอใช้พื้นที่จัดกิจกรรมชมรมและโครงการนิสิต ตึก CE ยื่นหนังสือขออนุมัติสถานที่ล่วงหน้า ต้องติดต่อหน่วยงานใด,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
รถชัตเติลบัส มพ. ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ อ่างหลวง ม.พะเยา เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
ร้านอาหารที่ ทางเดิน Skywalk ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
เว็บไซต์ระบบลงทะเบียน Reg UP เกิดขัดข้อง เข้าไม่ได้ ทำให้นิสิตไม่สามารถลงทะเบียนวิชาเรียนและตรวจสอบตารางสอบได้ตามกำหนด,"ระบบเครือข่ายและเทคโนโลยี, การเรียนการสอนและวิชาการ",0,1,1,0,0,0,0,0
รถเมล์มอวิ่งไม่ตรงรอบตารางเวลา ช่วงเวลาเร่งด่วนเช้าไม่มีรถวิ่ง นิสิตไปเรียนไม่ทัน,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ คณะบริหารธุรกิจและนิเทศศาสตร์ โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
การประกาศคะแนนสอบกลางภาควิชา MED201 คะแนนในระบบไม่ตรงกับที่อาจารย์แจ้ง ขอตรวจสอบความถูกต้อง,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
เว็บไซต์ระบบลงทะเบียน Reg UP เกิดขัดข้อง เข้าไม่ได้ ทำให้นิสิตไม่สามารถลงทะเบียนวิชาเรียนและตรวจสอบตารางสอบได้ตามกำหนด,"ระบบเครือข่ายและเทคโนโลยี, การเรียนการสอนและวิชาการ",0,1,1,0,0,0,0,0
ร้านอาหารที่ ตึก EN คณะวิศวกรรมศาสตร์ อาหารไม่สะอาด พบแมลงสาบตัวเล็กและเส้นผมปนเปื้อนในจานข้าว,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
เศษกระจกและขยะแก้วแตกเกลื่อนบนพื้น ลานจอดรถตึก PKY อันตรายมาก กลัวบาดเท้านิสิตและยางรถมอเตอร์ไซค์รั่ว,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
เว็บไซต์ระบบลงทะเบียน Reg UP เกิดขัดข้อง เข้าไม่ได้ ทำให้นิสิตไม่สามารถลงทะเบียนวิชาเรียนและตรวจสอบตารางสอบได้ตามกำหนด,"ระบบเครือข่ายและเทคโนโลยี, การเรียนการสอนและวิชาการ",0,1,1,0,0,0,0,0
สุขอนามัยร้านน้ำและตู้กดน้ำดื่ม ลานจอดรถตึก PKY มีตะไคร่น้ำและคราบสกปรกเกาะ ไม่มีการล้างทำความสะอาด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถชัตเติลบัส มพ. ขับเบียดรถมอเตอร์ไซค์ของนิสิตล้มตรงทางโค้ง อ่างหลวง ม.พะเยา ทำให้การจราจรติดขัดยาวและนิสิตได้รับบาดเจ็บ,"ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,0,1,0,1,0
การขอผ่อนผันการเกณฑ์ทหารสำหรับนิสิตชาย ต้องการตรวจสอบรายชื่อและขั้นตอนการยื่นเอกสาร,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
มีบุคคลภายนอกน่าสงสัยเดินวนเวียน ตึก ICT ท่าทางไม่น่าไว้วางใจ อยากให้ รปภ. ช่วยตรวจสอบ,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ ลานจอดรถตึก PKY พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ อาคารเรียนรวม CE พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
รถจักรยานยนต์ขับเร็วและย้อนศรบริเวณ วิทยาลัยการศึกษา ขับขี่อันตรายมาก เกือบชนนิสิตข้ามทางม้าลายหลายครั้ง,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
อาหารที่ซื้อจากร้านข้าว ประตู 1 ม.พะเยา บูดเสียและมีกลิ่นเปรี้ยว กินเข้าไปแล้วท้องเสีย อาหารไม่สดใหม่,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถจักรยานยนต์ขับเร็วและย้อนศรบริเวณ ตึก EN คณะวิศวกรรมศาสตร์ ขับขี่อันตรายมาก เกือบชนนิสิตข้ามทางม้าลายหลายครั้ง,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 1403 ตึก CE ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
เศษกระจกและขยะแก้วแตกเกลื่อนบนพื้น ประตู 2 หน้ามอ อันตรายมาก กลัวบาดเท้านิสิตและยางรถมอเตอร์ไซค์รั่ว,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ช้อนส้อมและจานชามที่ ตึก EN คณะวิศวกรรมศาสตร์ ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
หญ้ารกสูงมากบริเวณ ป้ายหอใน มีสัตว์มีพิษและงูเลื้อยออกมา อันตรายต่อนิสิตที่เดินผ่าน,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 2403 ประตู 3 ฝั่งเกษตร ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
คนขับรถชัตเติลบัส มพ. สาย 4 (สีน้ำเงิน) ขับเร็วและเบรกกระชาก ขับขี่อันตรายมาก ผู้โดยสารยืนทรงตัวไม่อยู่,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
คอมพิวเตอร์ห้องแล็บ 1303 ตึก CE เปิดไม่ติดหลายเครื่อง เมาส์และคีย์บอร์ดเสีย,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
สุนัขจรจัดฝูงใหญ่ดุมาก โรงอาหารกลาง วิ่งไล่กวดรถมอเตอร์ไซค์และเห่านิสิตที่เดินผ่านตอนกลางคืน,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
เครื่องปรับอากาศห้อง 4303 กองพัฒนานิสิต DSA มีน้ำรั่วหยดและไม่เย็นเลย เสียงดังมาก รบกวนเวลาเรียน,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
คนขับรถชัตเติลบัส มพ. สาย 1 (สีม่วง) ขับเร็วและเบรกกระชาก ขับขี่อันตรายมาก ผู้โดยสารยืนทรงตัวไม่อยู่,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
รถบัส มพ. ไม่ยอมจอดรับผู้โดยสารที่ป้าย โรงอาหารกลาง รถว่างแต่ขับผ่านเลยไป ไม่จอดรับคนที่รอ,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
ระบบเครือข่ายอินเทอร์เน็ต LAN ประตู 1 ม.พะเยา สายแลนชำรุด สัญญาณไม่เข้าคอมพิวเตอร์,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ระบบเว็บลงทะเบียนเรียน REG UP เข้าใช้งานไม่ได้ ขึ้น 504 Gateway Timeout ช่วงเปิดจองวิชาศึกษาทั่วไป,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ ประตู 3 ฝั่งเกษตร พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
โรงอาหารบริเวณ หอพักลุมพินี มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
การประกาศคะแนนสอบกลางภาควิชา GEN001 คะแนนในระบบไม่ตรงกับที่อาจารย์แจ้ง ขอตรวจสอบความถูกต้อง,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
การขอเปิดรายวิชาเพิ่มเติมสำหรับนิสิตชั้นปีที่ 4 วิชาเอกเต็ม ต้องการขอขยายจำนวนรับเพิ่มเพื่อไม่ให้จบช้า,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ระบบ LMS / D-Learning ม.พะเยา หน้าเว็บค้าง ส่งงานการบ้านและควิซออนไลน์ไม่ทัน,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
สวัสดิการประกันอุบัติเหตุสำหรับนิสิต ประสบอุบัติเหตุเข้ารับการรักษาที่โรงพยาบาล ต้องการทำเรื่องเบิกเคลมประกัน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
หญ้ารกสูงมากบริเวณ ลานจอดรถตึก PKY มีสัตว์มีพิษและงูเลื้อยออกมา อันตรายต่อนิสิตที่เดินผ่าน,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
ระบบ LMS / D-Learning ม.พะเยา หน้าเว็บค้าง ส่งงานการบ้านและควิซออนไลน์ไม่ทัน,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
ร้านอาหารที่ ป้ายหอใน ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
สุนัขจรจัดฝูงใหญ่ดุมาก สนามกีฬาในร่ม วิ่งไล่กวดรถมอเตอร์ไซค์และเห่านิสิตที่เดินผ่านตอนกลางคืน,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
โรงอาหารบริเวณ ตึก EN คณะวิศวกรรมศาสตร์ มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 3402 ประตู 1 ม.พะเยา ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
ช้อนส้อมและจานชามที่ ตึก EN คณะวิศวกรรมศาสตร์ ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถสองแถวมอ ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ กองพัฒนานิสิต DSA เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
รถเมล์มอวิ่งไม่ตรงรอบตารางเวลา ช่วงเวลาเร่งด่วนเช้าไม่มีรถวิ่ง นิสิตไปเรียนไม่ทัน,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
คนขับรถชัตเติลบัส มพ. สาย 3 (สีแดง) ขับเร็วและเบรกกระชาก ขับขี่อันตรายมาก ผู้โดยสารยืนทรงตัวไม่อยู่,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
กระจกหน้าต่างห้องบรรยาย 1302 ตึก ICT แตกชำรุด ลมพัดเศษกระจกอาจตกใส่คนข้างล่าง,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ท่อน้ำทิ้งและหลังคาบริเวณ คณะนิติศาสตร์ แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
การขอใช้พื้นที่จัดกิจกรรมชมรมและโครงการนิสิต สนามกีฬาในร่ม ยื่นหนังสือขออนุมัติสถานที่ล่วงหน้า ต้องติดต่อหน่วยงานใด,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
การขอใช้พื้นที่จัดกิจกรรมชมรมและโครงการนิสิต โรงอาหารกลาง ยื่นหนังสือขออนุมัติสถานที่ล่วงหน้า ต้องติดต่อหน่วยงานใด,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ไฟส่องสว่างทางเดิน คณะแพทยศาสตร์ ดับมืดสนิท ทางเปลี่ยวมาก เสี่ยงต่อการเกิดอาชญากรรมและชิงทรัพย์,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
การติดต่อขอเอกสารใบรับรองผลการเรียน (Transcript) ระบบยังไม่อัปเดตเกรดเทอมล่าสุด ต้องการใช้ยื่นสมัครงาน,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
การทำบัตรนิสิตใหม่เนื่องจากบัตรเดิมสูญหาย ติดต่อขอออกบัตรใหม่ ต้องเตรียมหลักฐานอะไรบ้างและรับบัตรได้ที่ไหน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ระบบอีเมลมหาวิทยาลัยและ Office 365 ล็อกอินไม่ได้ แจ้งเตือนรหัสผ่านหมดอายุ เข้าใช้งานไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ หอพักลุมพินี โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
รถชัตเติลบัส มพ. ขับเบียดรถมอเตอร์ไซค์ของนิสิตล้มตรงทางโค้ง ประตู 2 หน้ามอ ทำให้การจราจรติดขัดยาวและนิสิตได้รับบาดเจ็บ,"ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,0,1,0,1,0
โปรเจกเตอร์และจอแสดงผลห้อง 2403 ตึก ICT เปิดไม่ติด ภาพกระพริบ ลำโพงไมค์ไม่ดัง อาจารย์สอนไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
สุนัขจรจัดฝูงใหญ่ดุมาก คณะนิติศาสตร์ วิ่งไล่กวดรถมอเตอร์ไซค์และเห่านิสิตที่เดินผ่านตอนกลางคืน,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
หลอดไฟในห้องน้ำชาย อ่างหลวง ม.พะเยา ดับมืดสนิท กระพริบตลอดเวลา ใช้งานไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ท่อน้ำทิ้งและหลังคาบริเวณ คณะศิลปศาสตร์ แตกชำรุด น้ำสกปรกเอ่อล้นพัดพาขยะเกลื่อนพื้น ส่งกลิ่นเหม็นทั่วทางเดิน,"อาคารและสิ่งอำนวยความสะดวก, ภูมิทัศน์และความสะอาด",1,0,0,1,0,0,0,0
สวัสดิการประกันอุบัติเหตุสำหรับนิสิต ประสบอุบัติเหตุเข้ารับการรักษาที่โรงพยาบาล ต้องการทำเรื่องเบิกเคลมประกัน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ ป้ายหอใน พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
รถจักรยานยนต์ขับเร็วและย้อนศรบริเวณ อาคารเทคโนโลยีสารสนเทศ ขับขี่อันตรายมาก เกือบชนนิสิตข้ามทางม้าลายหลายครั้ง,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ อาคาร PKY สงวนเสริมศรี พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ คณะเกษตรศาสตร์ พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
มีคนร้ายขโมยหมวกกันน็อคและของใต้เบาะรถ ประตู 3 ฝั่งเกษตร โดนขโมยไปหลายคัน อยากให้ตรวจสอบกล้องวงจรปิด,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
อาหารที่ซื้อจากร้านข้าว คณะศิลปศาสตร์ บูดเสียและมีกลิ่นเปรี้ยว กินเข้าไปแล้วท้องเสีย อาหารไม่สดใหม่,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ห้องปฏิบัติการคอมพิวเตอร์ห้อง 4401 อาคาร PKY สงวนเสริมศรี ระบบไฟฟ้าขัดข้อง แอร์ดับ และสัญญาณอินเทอร์เน็ต WiFi ใช้งานไม่ได้พร้อมกัน,"อาคารและสิ่งอำนวยความสะดวก, ระบบเครือข่ายและเทคโนโลยี",1,1,0,0,0,0,0,0
การขอผ่อนผันการเกณฑ์ทหารสำหรับนิสิตชาย ต้องการตรวจสอบรายชื่อและขั้นตอนการยื่นเอกสาร,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
เว็บไซต์ระบบลงทะเบียน Reg UP เกิดขัดข้อง เข้าไม่ได้ ทำให้นิสิตไม่สามารถลงทะเบียนวิชาเรียนและตรวจสอบตารางสอบได้ตามกำหนด,"ระบบเครือข่ายและเทคโนโลยี, การเรียนการสอนและวิชาการ",0,1,1,0,0,0,0,0
รถเมล์สาย 1 ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ คณะบริหารธุรกิจและนิเทศศาสตร์ เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
ไฟส่องสว่างและกลอนประตูห้องน้ำหญิงที่ ประตู 1 ม.พะเยา พังชำรุด ดับสนิท กล้องวงจรปิดไม่ติด เสี่ยงอันตรายต่อความปลอดภัยของนิสิต,"อาคารและสิ่งอำนวยความสะดวก, ความปลอดภัยและจราจร",1,0,0,0,1,0,0,0
ระบบ LMS / D-Learning ม.พะเยา หน้าเว็บค้าง ส่งงานการบ้านและควิซออนไลน์ไม่ทัน,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
การประกาศคะแนนสอบกลางภาควิชา ENG102 คะแนนในระบบไม่ตรงกับที่อาจารย์แจ้ง ขอตรวจสอบความถูกต้อง,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
การขอใช้พื้นที่จัดกิจกรรมชมรมและโครงการนิสิต คณะนิติศาสตร์ ยื่นหนังสือขออนุมัติสถานที่ล่วงหน้า ต้องติดต่อหน่วยงานใด,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
โรงอาหารบริเวณ กองพัฒนานิสิต DSA มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
ถังขยะบริเวณ สนามกีฬาในร่ม ขยะล้นถัง ส่งกลิ่นเหม็นเน่าเกลื่อนพื้น ไม่มีเจ้าหน้าที่มาเก็บ,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
กลอนประตูล็อคห้องน้ำ อาคารเทคโนโลยีสารสนเทศ พังหัก ล็อคประตูไม่อยู่ ปิดไม่ได้,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ช้อนส้อมและจานชามที่ ประตู 2 หน้ามอ ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ร้านค้า หอใน มพ. ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
ร้านอาหารที่ สนามกีฬาในร่ม ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
การขอใช้พื้นที่จัดกิจกรรมชมรมและโครงการนิสิต ทางเดิน Skywalk ยื่นหนังสือขออนุมัติสถานที่ล่วงหน้า ต้องติดต่อหน่วยงานใด,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ซากนกและสัตว์ตาย ป้ายหอใน ส่งกลิ่นเหม็นเน่า แมลงวันตอม อยากให้แม่บ้านช่วยเก็บทำความสะอาด,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
การยื่นเรื่องขอทุนการศึกษาสำหรับนิสิตขาดแคลนทุนทรัพย์ ต้องการทราบกำหนดการและเอกสารที่ต้องใช้ส่งกองพัฒนานิสิต,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
สุนัขจรจัดฝูงใหญ่ดุมาก ลานจอดรถตึก PKY วิ่งไล่กวดรถมอเตอร์ไซค์และเห่านิสิตที่เดินผ่านตอนกลางคืน,ความปลอดภัยและจราจร,0,0,0,0,1,0,0,0
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ร้านค้า คณะวิทยาศาสตร์ ใช้น้ำมันทอดซ้ำจนเป็นสีดำสนิท อาหารมีกลิ่นหืนมาก ส่งผลเสียต่อสุขภาพผู้บริโภค,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถสองแถวมอ ขับเร็วเฉี่ยวชนสุนัขจรจัดเสียชีวิตบริเวณ ตึก ICT เศษซากสัตว์และคราบเลือดขวางถนน อันตรายและส่งกลิ่นเหม็นมาก,"ภูมิทัศน์และความสะอาด, ความปลอดภัยและจราจร, การเดินทางและระบบขนส่ง",0,0,0,1,1,0,1,0
คอมพิวเตอร์ห้องแล็บ 4104 ตึก ICT เปิดไม่ติดหลายเครื่อง เมาส์และคีย์บอร์ดเสีย,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
โรงอาหารบริเวณ ประตู 1 ม.พะเยา มีถังขยะเศษอาหารเน่าล้น ส่งกลิ่นเหม็นคลุ้งและพบแมลงสาบไต่บนโต๊ะทานข้าว ไม่ถูกสุขอนามัย,"ภูมิทัศน์และความสะอาด, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,1,0,0,0,1
หญ้ารกสูงมากบริเวณ ตึก EN คณะวิศวกรรมศาสตร์ มีสัตว์มีพิษและงูเลื้อยออกมา อันตรายต่อนิสิตที่เดินผ่าน,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
